Report Date,County,Place of Fatality,Deaths by County of Residence
07/06/2020,Tioga,18,19
07/06/2020,Tompkins,2,0
07/06/2020,Ulster,49,81
07/06/2020,Warren,31,30
07/06/2020,Washington,11,14
07/06/2020,Wayne,1,2
07/06/2020,Westchester,1562,1430
07/06/2020,Wyoming,3,5
07/06/2020,Yates,6,6
07/06/2021,Albany,588,357
07/06/2021,Allegany,57,87
07/06/2021,Bronx,4141,4568
07/06/2021,Broome,406,366
07/06/2021,Cattaraugus,95,92
07/06/2021,Cayuga,77,92
07/06/2021,Chautauqua,138,145
07/06/2021,Chemung,173,136
07/06/2021,Chenango,54,77
07/06/2021,Clinton,38,33
07/06/2021,Columbia,105,104
07/06/2021,Cortland,60,63
07/06/2021,Delaware,17,39
07/06/2021,Dutchess,477,446
07/06/2021,Erie,2007,1812
07/06/2021,Essex,19,26
07/06/2021,Franklin,10,12
07/06/2021,Fulton,61,93
07/06/2021,Genesee,107,124
07/06/2021,Greene,30,79
07/06/2021,Hamilton,0,2
07/06/2021,Herkimer,53,110
07/06/2021,Jefferson,58,68
07/06/2021,Kings,6595,7326
07/06/2021,Lewis,13,36
07/06/2021,Livingston,36,60
07/06/2021,Madison,77,89
07/06/2021,Manhattan,4984,3038
07/06/2021,Monroe,1259,1115
07/06/2021,Montgomery,107,128
07/06/2021,Nassau,3843,3180
07/06/2021,Niagara,234,374
07/06/2021,Non-NYS,0,250
07/06/2021,Oneida,531,517
07/06/2021,Onondaga,794,679
07/06/2021,Ontario,117,93
07/06/2021,Orange,745,723
07/06/2021,Orleans,49,83
07/06/2021,Oswego,67,93
07/06/2021,Otsego,69,47
07/06/2021,Putnam,87,93
07/06/2021,Queens,5646,6961
07/06/2021,Rensselaer,117,144
07/06/2021,Richmond,1138,1163
07/06/2021,Rockland,720,758
07/06/2021,Saratoga,120,168
07/06/2021,Schenectady,197,205
07/06/2021,Schoharie,4,18
07/06/2021,Schuyler,4,14
07/06/2021,Seneca,30,57
07/06/2021,St. Lawrence,89,97
07/06/2021,Statewide Total,42998,42998
07/06/2021,Steuben,121,146
07/06/2021,Suffolk,3437,3407
07/06/2021,Sullivan,62,76
07/06/2021,Tioga,39,63
07/06/2021,Tompkins,53,52
07/06/2021,Ulster,150,257
07/06/2021,Warren,81,58
07/06/2021,Washington,32,55
07/06/2021,Wayne,41,72
07/06/2021,Westchester,2481,2293
07/06/2021,Wyoming,38,53
07/06/2021,Yates,20,26
07/07/2020,Albany,161,109
07/07/2020,Allegany,0,2
07/07/2020,Bronx,3051,3327
07/07/2020,Broome,63,60
07/07/2020,Cattaraugus,5,6
07/07/2020,Cayuga,1,2
07/07/2020,Chautauqua,4,3
07/07/2020,Chemung,5,2
07/07/2020,Chenango,3,6
07/07/2020,Clinton,4,4
07/07/2020,Columbia,43,47
07/07/2020,Cortland,0,1
07/07/2020,Delaware,0,4
07/07/2020,Dutchess,160,152
07/07/2020,Erie,601,576
07/07/2020,Essex,0,0
07/07/2020,Franklin,0,0
07/07/2020,Fulton,18,26
07/07/2020,Genesee,6,5
07/07/2020,Greene,5,13
07/07/2020,Hamilton,0,1
07/07/2020,Herkimer,1,3
07/07/2020,Jefferson,0,0
07/07/2020,Kings,4534,5022
07/07/2020,Lewis,0,5
07/07/2020,Livingston,4,4
07/07/2020,Madison,4,9
07/07/2020,Manhattan,3330,2070
07/07/2020,Monroe,262,245
07/07/2020,Montgomery,5,4
07/07/2020,Nassau,2699,2188
07/07/2020,Niagara,67,85
07/07/2020,Non-NYS,0,102
07/07/2020,Oneida,99,102
07/07/2020,Onondaga,180,167
07/07/2020,Ontario,25,26
07/07/2020,Orange,402,404
07/07/2020,Orleans,41,55
07/07/2020,Oswego,0,3
07/07/2020,Otsego,6,4
07/07/2020,Putnam,61,63
07/07/2020,Queens,4035,5057
07/07/2020,Rensselaer,38,33
07/07/2020,Richmond,745,747
07/07/2020,Rockland,469,506
07/07/2020,Saratoga,5,15
07/07/2020,Schenectady,34,36
07/07/2020,Schoharie,0,2
07/07/2020,Schuyler,0,0
07/07/2020,Seneca,0,1
07/07/2020,St. Lawrence,3,3
07/07/2020,Statewide Total,24944,24944
07/07/2020,Steuben,19,29
07/07/2020,Suffolk,2030,1984
07/07/2020,Sullivan,31,35
07/07/2020,Tioga,19,20
07/07/2020,Tompkins,2,0
07/07/2020,Ulster,49,81
07/07/2020,Warren,31,30
07/07/2020,Washington,11,14
07/07/2020,Wayne,1,2
07/07/2020,Westchester,1563,1431
07/07/2020,Wyoming,3,5
07/07/2020,Yates,6,6
07/07/2021,Albany,588,357
07/07/2021,Allegany,57,87
07/07/2021,Bronx,4141,4568
07/07/2021,Broome,407,367
07/07/2021,Cattaraugus,95,92
07/07/2021,Cayuga,77,92
07/07/2021,Chautauqua,138,145
07/07/2021,Chemung,173,136
07/07/2021,Chenango,54,77
07/07/2021,Clinton,38,33
07/07/2021,Columbia,105,104
07/07/2021,Cortland,60,63
07/07/2021,Delaware,17,39
07/07/2021,Dutchess,477,446
07/07/2021,Erie,2007,1812
07/07/2021,Essex,19,26
07/07/2021,Franklin,10,12
07/07/2021,Fulton,61,93
07/07/2021,Genesee,107,124
07/07/2021,Greene,30,79
07/07/2021,Hamilton,0,2
07/07/2021,Herkimer,53,110
07/07/2021,Jefferson,58,68
07/07/2021,Kings,6596,7327
07/07/2021,Lewis,13,36
07/07/2021,Livingston,36,60
07/07/2021,Madison,77,89
07/07/2021,Manhattan,4984,3038
07/07/2021,Monroe,1259,1115
07/07/2021,Montgomery,107,128
07/07/2021,Nassau,3844,3181
07/07/2021,Niagara,234,374
07/07/2021,Non-NYS,0,250
07/07/2021,Oneida,531,517
07/07/2021,Onondaga,794,679
07/07/2021,Ontario,117,93
07/07/2021,Orange,745,723
07/07/2021,Orleans,49,83
07/07/2021,Oswego,67,93
07/07/2021,Otsego,69,47
07/07/2021,Putnam,87,93
07/07/2021,Queens,5646,6961
07/07/2021,Rensselaer,117,144
07/07/2021,Richmond,1138,1163
07/07/2021,Rockland,720,758
07/07/2021,Saratoga,120,168
07/07/2021,Schenectady,197,205
07/07/2021,Schoharie,4,18
07/07/2021,Schuyler,4,14
07/07/2021,Seneca,30,57
07/07/2021,St. Lawrence,89,97
07/07/2021,Statewide Total,43001,43001
07/07/2021,Steuben,121,146
07/07/2021,Suffolk,3437,3407
07/07/2021,Sullivan,62,76
07/07/2021,Tioga,39,63
07/07/2021,Tompkins,53,52
07/07/2021,Ulster,150,257
07/07/2021,Warren,81,58
07/07/2021,Washington,32,55
07/07/2021,Wayne,41,72
07/07/2021,Westchester,2481,2293
07/07/2021,Wyoming,38,53
07/07/2021,Yates,20,26
07/08/2020,Albany,161,109
07/08/2020,Allegany,0,2
07/08/2020,Bronx,3052,3328
07/08/2020,Broome,63,60
07/08/2020,Cattaraugus,5,6
07/08/2020,Cayuga,1,2
07/08/2020,Chautauqua,4,3
07/08/2020,Chemung,5,2
07/08/2020,Chenango,3,6
07/08/2020,Clinton,4,4
07/08/2020,Columbia,43,47
07/08/2020,Cortland,0,1
07/08/2020,Delaware,0,4
07/08/2020,Dutchess,160,152
07/08/2020,Erie,601,576
07/08/2020,Essex,0,0
07/08/2020,Franklin,0,0
07/08/2020,Fulton,18,26
07/08/2020,Genesee,6,5
07/08/2020,Greene,5,13
07/08/2020,Hamilton,0,1
07/08/2020,Herkimer,1,3
07/08/2020,Jefferson,0,0
07/08/2020,Kings,4535,5023
07/08/2020,Lewis,0,5
07/08/2020,Livingston,4,4
07/08/2020,Madison,4,9
07/08/2020,Manhattan,3332,2072
07/08/2020,Monroe,263,246
07/08/2020,Montgomery,5,4
07/08/2020,Nassau,2699,2188
07/08/2020,Niagara,67,85
07/08/2020,Non-NYS,0,102
07/08/2020,Oneida,100,103
07/08/2020,Onondaga,180,167
07/08/2020,Ontario,25,26
07/08/2020,Orange,403,404
07/08/2020,Orleans,41,55
07/08/2020,Oswego,0,3
07/08/2020,Otsego,6,4
07/08/2020,Putnam,61,63
07/08/2020,Queens,4035,5057
07/08/2020,Rensselaer,38,33
07/08/2020,Richmond,745,747
07/08/2020,Rockland,469,506
07/08/2020,Saratoga,5,15
07/08/2020,Schenectady,34,36
07/08/2020,Schoharie,0,2
07/08/2020,Schuyler,0,0
07/08/2020,Seneca,0,1
07/08/2020,St. Lawrence,3,3
07/08/2020,Statewide Total,24959,24959
07/08/2020,Steuben,19,29
07/08/2020,Suffolk,2037,1991
07/08/2020,Sullivan,31,36
07/08/2020,Tioga,19,20
07/08/2020,Tompkins,2,0
07/08/2020,Ulster,49,81
07/08/2020,Warren,31,30
07/08/2020,Washington,11,14
07/08/2020,Wayne,1,2
07/08/2020,Westchester,1564,1432
07/08/2020,Wyoming,3,5
07/08/2020,Yates,6,6
07/08/2021,Albany,588,357
07/08/2021,Allegany,57,87
07/08/2021,Bronx,4142,4569
07/08/2021,Broome,407,367
07/08/2021,Cattaraugus,95,92
07/08/2021,Cayuga,77,92
07/08/2021,Chautauqua,138,145
07/08/2021,Chemung,174,137
07/08/2021,Chenango,54,77
07/08/2021,Clinton,38,33
07/08/2021,Columbia,105,104
07/08/2021,Cortland,61,64
07/08/2021,Delaware,17,39
07/08/2021,Dutchess,477,446
07/08/2021,Erie,2007,1812
07/08/2021,Essex,19,26
07/08/2021,Franklin,10,12
07/08/2021,Fulton,61,93
07/08/2021,Genesee,107,124
07/08/2021,Greene,30,79
07/08/2021,Hamilton,0,2
07/08/2021,Herkimer,53,110
07/08/2021,Jefferson,58,68
07/08/2021,Kings,6597,7328
07/08/2021,Lewis,13,36
07/08/2021,Livingston,36,60
07/08/2021,Madison,77,89
07/08/2021,Manhattan,4984,3038
07/08/2021,Monroe,1259,1115
07/08/2021,Montgomery,107,128
07/08/2021,Nassau,3844,3181
07/08/2021,Niagara,234,374
07/08/2021,Non-NYS,0,251
07/08/2021,Oneida,531,517
07/08/2021,Onondaga,794,679
07/08/2021,Ontario,117,93
07/08/2021,Orange,745,723
07/08/2021,Orleans,49,83
07/08/2021,Oswego,67,93
07/08/2021,Otsego,69,47
07/08/2021,Putnam,87,93
07/08/2021,Queens,5646,6961
07/08/2021,Rensselaer,117,144
07/08/2021,Richmond,1138,1163
07/08/2021,Rockland,720,758
07/08/2021,Saratoga,120,168
07/08/2021,Schenectady,197,205
07/08/2021,Schoharie,4,18
07/08/2021,Schuyler,4,14
07/08/2021,Seneca,30,57
07/08/2021,St. Lawrence,89,97
07/08/2021,Statewide Total,43006,43006
07/08/2021,Steuben,121,146
07/08/2021,Suffolk,3438,3407
07/08/2021,Sullivan,62,76
07/08/2021,Tioga,39,63
07/08/2021,Tompkins,53,52
07/08/2021,Ulster,150,257
07/08/2021,Warren,81,58
07/08/2021,Washington,32,55
07/08/2021,Wayne,41,72
07/08/2021,Westchester,2481,2293
07/08/2021,Wyoming,38,53
07/08/2021,Yates,20,26
07/09/2020,Albany,161,109
07/09/2020,Allegany,0,2
07/09/2020,Bronx,3052,3328
07/09/2020,Broome,63,60
07/09/2020,Cattaraugus,5,6
07/09/2020,Cayuga,1,2
07/09/2020,Chautauqua,4,3
07/09/2020,Chemung,5,2
07/09/2020,Chenango,3,6
07/09/2020,Clinton,4,4
07/09/2020,Columbia,43,47
07/09/2020,Cortland,0,1
07/09/2020,Delaware,0,4
07/09/2020,Dutchess,160,152
07/09/2020,Erie,601,576
07/09/2020,Essex,0,0
07/09/2020,Franklin,0,0
07/09/2020,Fulton,18,26
07/09/2020,Genesee,6,5
07/09/2020,Greene,5,13
07/09/2020,Hamilton,0,1
07/09/2020,Herkimer,1,3
07/09/2020,Jefferson,0,0
07/09/2020,Kings,4535,5023
07/09/2020,Lewis,0,5
07/09/2020,Livingston,4,4
07/09/2020,Madison,5,9
07/09/2020,Manhattan,3334,2074
07/09/2020,Monroe,263,246
07/09/2020,Montgomery,5,4
07/09/2020,Nassau,2701,2190
07/09/2020,Niagara,67,85
07/09/2020,Non-NYS,0,102
07/09/2020,Oneida,100,104
07/09/2020,Onondaga,180,167
07/09/2020,Ontario,25,26
07/09/2020,Orange,403,404
07/09/2020,Orleans,41,55
07/09/2020,Oswego,0,3
07/09/2020,Otsego,6,4
07/09/2020,Putnam,61,63
07/09/2020,Queens,4036,5058
07/09/2020,Rensselaer,38,33
07/09/2020,Richmond,746,748
07/09/2020,Rockland,469,506
07/09/2020,Saratoga,5,15
07/09/2020,Schenectady,34,36
07/09/2020,Schoharie,0,2
07/09/2020,Schuyler,0,0
07/09/2020,Seneca,0,1
07/09/2020,St. Lawrence,3,3
07/09/2020,Statewide Total,24968,24968
07/09/2020,Steuben,19,29
07/09/2020,Suffolk,2038,1992
07/09/2020,Sullivan,31,36
07/09/2020,Tioga,19,20
07/09/2020,Tompkins,2,0
07/09/2020,Ulster,49,81
07/09/2020,Warren,31,30
07/09/2020,Washington,11,14
07/09/2020,Wayne,1,2
07/09/2020,Westchester,1565,1433
07/09/2020,Wyoming,3,5
07/09/2020,Yates,6,6
07/09/2021,Albany,588,357
07/09/2021,Allegany,57,87
07/09/2021,Bronx,4142,4570
07/09/2021,Broome,407,367
07/09/2021,Cattaraugus,95,92
07/09/2021,Cayuga,77,92
07/09/2021,Chautauqua,138,145
07/09/2021,Chemung,174,137
07/09/2021,Chenango,54,77
07/09/2021,Clinton,38,33
07/09/2021,Columbia,105,104
07/09/2021,Cortland,61,64
07/09/2021,Delaware,17,39
07/09/2021,Dutchess,477,446
07/09/2021,Erie,2007,1812
07/09/2021,Essex,19,26
07/09/2021,Franklin,10,12
07/09/2021,Fulton,61,93
07/09/2021,Genesee,107,124
07/09/2021,Greene,30,79
07/09/2021,Hamilton,0,2
07/09/2021,Herkimer,53,110
07/09/2021,Jefferson,58,68
07/09/2021,Kings,6598,7329
07/09/2021,Lewis,13,36
07/09/2021,Livingston,36,60
07/09/2021,Madison,77,89
07/09/2021,Manhattan,4985,3039
07/09/2021,Monroe,1259,1115
07/09/2021,Montgomery,107,128
07/09/2021,Nassau,3844,3181
07/09/2021,Niagara,234,374
07/09/2021,Non-NYS,0,251
07/09/2021,Oneida,531,517
07/09/2021,Onondaga,794,679
07/09/2021,Ontario,117,93
07/09/2021,Orange,746,723
07/09/2021,Orleans,49,83
07/09/2021,Oswego,67,93
07/09/2021,Otsego,69,47
07/09/2021,Putnam,87,93
07/09/2021,Queens,5646,6961
07/09/2021,Rensselaer,117,144
07/09/2021,Richmond,1138,1163
07/09/2021,Rockland,720,758
07/09/2021,Saratoga,120,168
07/09/2021,Schenectady,197,205
07/09/2021,Schoharie,4,18
07/09/2021,Schuyler,4,14
07/09/2021,Seneca,30,57
07/09/2021,St. Lawrence,89,97
07/09/2021,Statewide Total,43009,43009
07/09/2021,Steuben,121,146
07/09/2021,Suffolk,3438,3407
07/09/2021,Sullivan,62,76
07/09/2021,Tioga,39,63
07/09/2021,Tompkins,53,52
07/09/2021,Ulster,150,257
07/09/2021,Warren,81,58
07/09/2021,Washington,32,55
07/09/2021,Wayne,41,72
07/09/2021,Westchester,2481,2293
07/09/2021,Wyoming,38,53
07/09/2021,Yates,20,26
07/10/2020,Albany,161,109
07/10/2020,Allegany,0,2
07/10/2020,Bronx,3053,3329
07/10/2020,Broome,63,60
07/10/2020,Cattaraugus,5,6
07/10/2020,Cayuga,1,2
07/10/2020,Chautauqua,4,3
07/10/2020,Chemung,5,2
07/10/2020,Chenango,3,6
07/10/2020,Clinton,4,4
07/10/2020,Columbia,43,47
07/10/2020,Cortland,0,1
07/10/2020,Delaware,0,4
07/10/2020,Dutchess,160,152
07/10/2020,Erie,602,576
07/10/2020,Essex,0,0
07/10/2020,Franklin,0,0
07/10/2020,Fulton,18,26
07/10/2020,Genesee,6,6
07/10/2020,Greene,5,13
07/10/2020,Hamilton,0,1
07/10/2020,Herkimer,1,3
07/10/2020,Jefferson,0,0
07/10/2020,Kings,4535,5024
07/10/2020,Lewis,0,5
07/10/2020,Livingston,4,4
07/10/2020,Madison,5,9
07/10/2020,Manhattan,3335,2074
07/10/2020,Monroe,263,246
07/10/2020,Montgomery,5,4
07/10/2020,Nassau,2701,2190
07/10/2020,Niagara,67,85
07/10/2020,Non-NYS,0,102
07/10/2020,Oneida,100,104
07/10/2020,Onondaga,182,169
07/10/2020,Ontario,25,26
07/10/2020,Orange,403,404
07/10/2020,Orleans,41,55
07/10/2020,Oswego,0,3
07/10/2020,Otsego,6,4
07/10/2020,Putnam,61,63
07/10/2020,Queens,4036,5058
07/10/2020,Rensselaer,38,33
07/10/2020,Richmond,746,748
07/10/2020,Rockland,469,506
07/10/2020,Saratoga,5,15
07/10/2020,Schenectady,34,36
07/10/2020,Schoharie,0,2
07/10/2020,Schuyler,0,0
07/10/2020,Seneca,0,1
07/10/2020,St. Lawrence,3,3
07/10/2020,Statewide Total,24974,24974
07/10/2020,Steuben,19,29
07/10/2020,Suffolk,2039,1993
07/10/2020,Sullivan,31,36
07/10/2020,Tioga,19,20
07/10/2020,Tompkins,2,0
07/10/2020,Ulster,49,81
07/10/2020,Warren,31,30
07/10/2020,Washington,11,14
07/10/2020,Wayne,1,2
07/10/2020,Westchester,1565,1433
07/10/2020,Wyoming,3,5
07/10/2020,Yates,6,6
07/10/2021,Albany,588,357
07/10/2021,Allegany,57,87
07/10/2021,Bronx,4142,4570
07/10/2021,Broome,407,367
07/10/2021,Cattaraugus,95,92
07/10/2021,Cayuga,77,92
07/10/2021,Chautauqua,138,145
07/10/2021,Chemung,174,137
07/10/2021,Chenango,54,77
07/10/2021,Clinton,38,33
07/10/2021,Columbia,105,104
07/10/2021,Cortland,61,64
07/10/2021,Delaware,17,39
07/10/2021,Dutchess,477,446
07/10/2021,Erie,2007,1812
07/10/2021,Essex,19,26
07/10/2021,Franklin,10,12
07/10/2021,Fulton,61,93
07/10/2021,Genesee,107,124
07/10/2021,Greene,30,79
07/10/2021,Hamilton,0,2
07/10/2021,Herkimer,53,110
07/10/2021,Jefferson,58,68
07/10/2021,Kings,6599,7330
07/10/2021,Lewis,13,36
07/10/2021,Livingston,36,60
07/10/2021,Madison,77,89
07/10/2021,Manhattan,4985,3039
07/10/2021,Monroe,1259,1115
07/10/2021,Montgomery,107,128
07/10/2021,Nassau,3844,3181
07/10/2021,Niagara,234,374
07/10/2021,Non-NYS,0,251
07/10/2021,Oneida,531,517
07/10/2021,Onondaga,794,679
07/10/2021,Ontario,117,93
07/10/2021,Orange,746,723
07/10/2021,Orleans,49,83
07/10/2021,Oswego,67,93
07/10/2021,Otsego,69,47
07/10/2021,Putnam,87,93
07/10/2021,Queens,5646,6961
07/10/2021,Rensselaer,117,144
07/10/2021,Richmond,1138,1163
07/10/2021,Rockland,720,758
07/10/2021,Saratoga,120,168
07/10/2021,Schenectady,197,205
07/10/2021,Schoharie,4,18
07/10/2021,Schuyler,4,14
07/10/2021,Seneca,30,57
07/10/2021,St. Lawrence,89,97
07/10/2021,Statewide Total,43010,43010
07/10/2021,Steuben,121,146
07/10/2021,Suffolk,3438,3407
07/10/2021,Sullivan,62,76
07/10/2021,Tioga,39,63
07/10/2021,Tompkins,53,52
07/10/2021,Ulster,150,257
07/10/2021,Warren,81,58
07/10/2021,Washington,32,55
07/10/2021,Wayne,41,72
07/10/2021,Westchester,2481,2293
07/10/2021,Wyoming,38,53
07/10/2021,Yates,20,26
07/11/2020,Albany,161,109
07/11/2020,Allegany,0,2
07/11/2020,Bronx,3053,3329
07/11/2020,Broome,63,60
07/11/2020,Cattaraugus,5,6
07/11/2020,Cayuga,1,2
07/11/2020,Chautauqua,4,3
07/11/2020,Chemung,5,2
07/11/2020,Chenango,3,6
07/11/2020,Clinton,4,4
07/11/2020,Columbia,43,47
07/11/2020,Cortland,0,1
07/11/2020,Delaware,0,4
07/11/2020,Dutchess,160,152
07/11/2020,Erie,602,576
07/11/2020,Essex,0,0
07/11/2020,Franklin,0,0
07/11/2020,Fulton,18,26
07/11/2020,Genesee,6,6
07/11/2020,Greene,5,13
07/11/2020,Hamilton,0,1
07/11/2020,Herkimer,1,3
07/11/2020,Jefferson,0,0
07/11/2020,Kings,4535,5024
07/11/2020,Lewis,0,5
07/11/2020,Livingston,4,4
07/11/2020,Madison,6,9
07/11/2020,Manhattan,3335,2074
07/11/2020,Monroe,264,247
07/11/2020,Montgomery,5,4
07/11/2020,Nassau,2701,2190
07/11/2020,Niagara,67,85
07/11/2020,Non-NYS,0,102
07/11/2020,Oneida,101,106
07/11/2020,Onondaga,182,169
07/11/2020,Ontario,25,26
07/11/2020,Orange,403,404
07/11/2020,Orleans,41,55
07/11/2020,Oswego,0,3
07/11/2020,Otsego,6,4
07/11/2020,Putnam,61,63
07/11/2020,Queens,4036,5058
07/11/2020,Rensselaer,38,33
07/11/2020,Richmond,746,748
07/11/2020,Rockland,469,506
07/11/2020,Saratoga,5,15
07/11/2020,Schenectady,34,36
07/11/2020,Schoharie,0,2
07/11/2020,Schuyler,0,0
07/11/2020,Seneca,0,1
07/11/2020,St. Lawrence,3,3
07/11/2020,Statewide Total,24979,24979
07/11/2020,Steuben,19,29
07/11/2020,Suffolk,2039,1993
07/11/2020,Sullivan,31,36
07/11/2020,Tioga,19,20
07/11/2020,Tompkins,2,0
07/11/2020,Ulster,49,81
07/11/2020,Warren,31,30
07/11/2020,Washington,11,14
07/11/2020,Wayne,1,2
07/11/2020,Westchester,1567,1435
07/11/2020,Wyoming,3,5
07/11/2020,Yates,6,6
07/11/2021,Albany,588,357
07/11/2021,Allegany,57,87
07/11/2021,Bronx,4142,4570
07/11/2021,Broome,407,367
07/11/2021,Cattaraugus,95,92
07/11/2021,Cayuga,77,92
07/11/2021,Chautauqua,138,145
07/11/2021,Chemung,174,137
07/11/2021,Chenango,54,77
07/11/2021,Clinton,38,33
07/11/2021,Columbia,105,104
07/11/2021,Cortland,61,64
07/11/2021,Delaware,17,39
07/11/2021,Dutchess,477,446
07/11/2021,Erie,2007,1812
07/11/2021,Essex,19,26
07/11/2021,Franklin,10,12
07/11/2021,Fulton,61,93
07/11/2021,Genesee,107,124
07/11/2021,Greene,30,79
07/11/2021,Hamilton,0,2
07/11/2021,Herkimer,53,110
07/11/2021,Jefferson,58,68
07/11/2021,Kings,6599,7330
07/11/2021,Lewis,13,36
07/11/2021,Livingston,36,60
07/11/2021,Madison,77,89
07/11/2021,Manhattan,4986,3039
07/11/2021,Monroe,1259,1115
07/11/2021,Montgomery,107,128
07/11/2021,Nassau,3844,3181
07/11/2021,Niagara,234,374
07/11/2021,Non-NYS,0,251
07/11/2021,Oneida,531,517
07/11/2021,Onondaga,794,679
07/11/2021,Ontario,117,93
07/11/2021,Orange,746,723
07/11/2021,Orleans,49,83
07/11/2021,Oswego,67,93
07/11/2021,Otsego,69,47
07/11/2021,Putnam,87,93
07/11/2021,Queens,5646,6962
07/11/2021,Rensselaer,117,144
07/11/2021,Richmond,1138,1163
07/11/2021,Rockland,720,758
07/11/2021,Saratoga,120,168
07/11/2021,Schenectady,197,205
07/11/2021,Schoharie,4,18
07/11/2021,Schuyler,4,14
07/11/2021,Seneca,30,57
07/11/2021,St. Lawrence,89,97
07/11/2021,Statewide Total,43011,43011
07/11/2021,Steuben,121,146
07/11/2021,Suffolk,3438,3407
07/11/2021,Sullivan,62,76
07/11/2021,Tioga,39,63
07/11/2021,Tompkins,53,52
07/11/2021,Ulster,150,257
07/11/2021,Warren,81,58
07/11/2021,Washington,32,55
07/11/2021,Wayne,41,72
07/11/2021,Westchester,2481,2293
07/11/2021,Wyoming,38,53
07/11/2021,Yates,20,26
07/12/2020,Albany,161,109
07/12/2020,Allegany,0,2
07/12/2020,Bronx,3055,3331
07/12/2020,Broome,64,61
07/12/2020,Cattaraugus,5,6
07/12/2020,Cayuga,1,2
07/12/2020,Chautauqua,4,3
07/12/2020,Chemung,5,2
07/12/2020,Chenango,3,6
07/12/2020,Clinton,4,4
07/12/2020,Columbia,43,47
07/12/2020,Cortland,0,1
07/12/2020,Delaware,0,4
07/12/2020,Dutchess,160,152
07/12/2020,Erie,603,577
07/12/2020,Essex,0,0
07/12/2020,Franklin,0,0
07/12/2020,Fulton,18,26
07/12/2020,Genesee,6,6
07/12/2020,Greene,5,13
07/12/2020,Hamilton,0,1
07/12/2020,Herkimer,1,3
07/12/2020,Jefferson,0,0
07/12/2020,Kings,4535,5025
07/12/2020,Lewis,0,5
07/12/2020,Livingston,4,4
07/12/2020,Madison,6,9
07/12/2020,Manhattan,3335,2074
07/12/2020,Monroe,264,248
07/12/2020,Montgomery,5,4
07/12/2020,Nassau,2701,2190
07/12/2020,Niagara,67,85
07/12/2020,Non-NYS,0,102
07/12/2020,Oneida,104,109
07/12/2020,Onondaga,183,169
07/12/2020,Ontario,25,26
07/12/2020,Orange,403,404
07/12/2020,Orleans,41,55
07/12/2020,Oswego,0,3
07/12/2020,Otsego,6,4
07/12/2020,Putnam,61,63
07/12/2020,Queens,4038,5059
07/12/2020,Rensselaer,38,33
07/12/2020,Richmond,746,748
07/12/2020,Rockland,469,506
07/12/2020,Saratoga,5,15
07/12/2020,Schenectady,34,36
07/12/2020,Schoharie,0,2
07/12/2020,Schuyler,0,0
07/12/2020,Seneca,0,1
07/12/2020,St. Lawrence,3,3
07/12/2020,Statewide Total,24989,24989
07/12/2020,Steuben,19,29
07/12/2020,Suffolk,2039,1993
07/12/2020,Sullivan,31,36
07/12/2020,Tioga,19,20
07/12/2020,Tompkins,2,0
07/12/2020,Ulster,49,81
07/12/2020,Warren,31,30
07/12/2020,Washington,11,14
07/12/2020,Wayne,1,2
07/12/2020,Westchester,1567,1435
07/12/2020,Wyoming,3,5
07/12/2020,Yates,6,6
07/12/2021,Albany,589,357
07/12/2021,Allegany,57,87
07/12/2021,Bronx,4142,4570
07/12/2021,Broome,407,367
07/12/2021,Cattaraugus,95,92
07/12/2021,Cayuga,77,92
07/12/2021,Chautauqua,138,145
07/12/2021,Chemung,174,137
07/12/2021,Chenango,54,77
07/12/2021,Clinton,38,33
07/12/2021,Columbia,105,104
07/12/2021,Cortland,61,64
07/12/2021,Delaware,17,39
07/12/2021,Dutchess,478,447
07/12/2021,Erie,2008,1813
07/12/2021,Essex,19,26
07/12/2021,Franklin,10,12
07/12/2021,Fulton,61,93
07/12/2021,Genesee,107,124
07/12/2021,Greene,30,79
07/12/2021,Hamilton,0,2
07/12/2021,Herkimer,53,110
07/12/2021,Jefferson,58,68
07/12/2021,Kings,6600,7331
07/12/2021,Lewis,13,36
07/12/2021,Livingston,36,60
07/12/2021,Madison,77,89
07/12/2021,Manhattan,4986,3039
07/12/2021,Monroe,1261,1117
07/12/2021,Montgomery,107,128
07/12/2021,Nassau,3844,3181
07/12/2021,Niagara,234,374
07/12/2021,Non-NYS,0,251
07/12/2021,Oneida,531,517
07/12/2021,Onondaga,794,679
07/12/2021,Ontario,117,93
07/12/2021,Orange,746,723
07/12/2021,Orleans,49,83
07/12/2021,Oswego,67,93
07/12/2021,Otsego,69,47
07/12/2021,Putnam,87,93
07/12/2021,Queens,5647,6963
07/12/2021,Rensselaer,117,144
07/12/2021,Richmond,1138,1163
07/12/2021,Rockland,720,758
07/12/2021,Saratoga,120,168
07/12/2021,Schenectady,197,205
07/12/2021,Schoharie,4,18
07/12/2021,Schuyler,4,14
07/12/2021,Seneca,30,57
07/12/2021,St. Lawrence,89,97
07/12/2021,Statewide Total,43018,43018
07/12/2021,Steuben,121,146
07/12/2021,Suffolk,3438,3407
07/12/2021,Sullivan,62,76
07/12/2021,Tioga,39,63
07/12/2021,Tompkins,53,52
07/12/2021,Ulster,150,257
07/12/2021,Warren,81,59
07/12/2021,Washington,32,55
07/12/2021,Wayne,41,72
07/12/2021,Westchester,2481,2293
07/12/2021,Wyoming,38,53
07/12/2021,Yates,20,26
07/13/2020,Albany,161,109
07/13/2020,Allegany,0,2
